vdrl.label.ended,赛事已结束,text
vdrl.label.out-of,超出,text
vdrl.label.time-expired,有效期限已过,text
vdrl.label.round-complete,完成,text
vdrl.label.registration-opens,进行注册,text
vdrl.label.begins,开始时间,text
vdrl.label.registered,已报名,text
campaign.screen.title,战役,text
campaign.screen.title.overview,选拔赛,text
campaign.campaign.title.2016,2016赛季,text
campaign.campaign.discription.2016,无人机竞速联盟2016赛季竞赛,text
campaign.campaign.title.2018,2018选拔赛,text
campaign.campaign.discription.2018,无人机竞速联盟2018选拔锦标赛,text
campaign.overview.races,竞赛,text
campaign.overview.totaltime,总时间,text
campaign.overview.attemps,尝试次数,text
campaign.overview.onleaderboard,<size=21>在排行榜上</size>,text
campaign.overview.reset,重置,text
campaign.overview.finalheat,决赛,text
campaign.overview.locked,锁定,text
campaign.overview.results,结果,text
campaign.overview.confirmation,再次点击确认,text
campaign.overview.resetright,右边,text
campaign.results.nav-left.back,返回,text
campaign.results.total-time,总时间,text
campaign.overview.crash-rebuild,重组坠机,text
campaign.tryouts-2020.onboarding.t0,欢迎来到 <color=red>2020 DRL SIM Tryouts模拟器选拔赛</color>，这是一项全球性的赛事，向所有渴望成为下一位DRL职业飞手的16岁及以上玩家开放。本次选拔赛的冠军将获得一份参加<color=red>2020 DRL赛季</color>比赛的职业飞手合同。同时也是有史以来第一次，DRL将为这次为期两个月的宏大赛事提供<color=red>75000美元</color>的总奖金。向排行榜的榜首位置发起冲击吧。参加每周的比赛，收看精彩的节目。每个人都有机会成为冠军！,text
campaign.tryouts-2020.onboarding.t1,想要参与比赛非常的简单。玩家只需在选拔赛地图完成3局比赛，就可以自动获得参加每周线上赛事的资格。没有任何成绩的门槛，只要你能够完成该地图3次，就可以获得参赛资格。,text
campaign.tryouts-2020.onboarding.t2,一旦你通过选拔赛地图获得参赛资格，你就可以参加在<color=red>2月18日至3月26日之间的每周二和周四</color>举行的12场周赛。每周的比赛采用不同的赛道。比赛期间，你有30分钟的时间在单人竞赛模式下创造你的最快用时。排名前24位的选手将通过晋级赛的方式争夺最终的冠军。每场比赛的冠军将直接晋级总决赛。,text
leaderboard.back,返回,text
leaderboard.exit,退出,text
leaderboard.my-position,我的排名,text
leaderboard.right,右边,text
leaderboard.game-type.labels,"竞赛, 战役, 任务",text
leaderboard.mode,模式,text
leaderboard.map,地图,text
leaderboard.track,赛道,text
leaderboard.campaign,战役,text
leaderboard.drl-2016,无人机竞速联盟2016,text
leaderboard.region,区域,text
leaderboard.quest,任务,text
leaderboard.los-i,洛杉矶  I,text
leaderboard.mission,任务,text
leaderboard.the-diamond-path,钻石之路,text
leaderboard.replay,重播,text
leaderboard.no-results-found,未找到任何结果,text
leaderboard.loading,加载中...,text
leaderboard.start,开始,text
leaderboard.drone-class,规格,text
leaderboard.drone-class.labels,"全部, 3寸, 4寸, 5寸, 6寸",text
leaderboard.title,排行榜,text
leaderboard.race-item.replay,重播,text
leaderboard.progress-loading,加载中 <color=red>/</color>,text
leaderboard.drone-physics.labels,"个性化物理,默认物理",text
leaderboard.race-item.save-drone,无人机,text
leaderboard.result.new-record,新的纪录,text
leaderboard.result.personal-best,新的个人最好成绩,text
leaderboard.result.on,在,text
leaderboard.result.drl-leaderboard,DRL 排行榜,text
leaderboard.result.leaderboard,排行榜,text
leaderboard.result.custom-physics,个性化物理,text
leaderboard.result.race-time,竞赛时间,text
leaderboard.choose-map,选择地图,text
leaderboard.menu.replay.search,输入回放的URL...,text
garage.bars.thrust.label,拉力,text
garage.bars.weight.label,重量,text
garage.bars.topspeed.label,最高速,text
garage.bars.torque.label,扭矩,text
garage.bars.drag.label,阻力,text
garage.bars.rpm.label,转速,text
garage.bars.efficiency.label,效率,text
garage.bars.temperature.label,最高温度,text
garage.bars.description.label,此参数修改过,text
garage.dev.button,开发,text
garage.forbidden.button,禁止使用,text
garage.cog.button,重心,text
garage.video.button,视频,text
garage.spin.button,旋转,text
garage.data.button,数据,text
garage.see.button,观看,text
garage.fly.button,飞行,text
garage.saving.button,保存中…,text
garage.save.button,保存无人机,text
garage.previous.button,上一页,text
garage.next.button,下一页,text
garage.color.trail-color.label,飞行员/灯光颜色,text
garage.color.prop-color.label,螺旋桨,text
garage.color.texture-color.label,细节1,text
garage.color.edge-color.label,细节2,text
garage.name.input,自定义名称,text
garage.header.frames.button,机架,text
garage.header.motors.button,电机,text
garage.header.props.button,螺旋桨,text
garage.header.lipos.button,电池,text
garage.header.extras.button,附件,text
garage.header.style.button,个性化,text
garage.header.color.button,颜色,text
garage.messages.unabletofly,"此组合无效, 测试数据尚未建立, 敬请期待。",text
garage.selection.new3inch.button,新3寸无人机,text
garage.selection.new4inch.button,新4寸无人机,text
garage.selection.new5inch.button,新5寸无人机,text
garage.selection.new6inch.button,新6寸无人机,text
garage.selection.new7inch.button,新7寸无人机,text
garage.charts.datasheet.button,数据清单,text
garage.charts.review.button,复查,text
garage.selection-screen.title,无人机,text
garage.information.stator.label,定子:,text
garage.information.size.label,尺寸:,text
garage.information.gear.label,kv值:,text
garage.information.blades.label,叶片数:,text
garage.information.capacity.label,容量:,text
garage.information.cells.label,电芯数:,text
garage.information.type.label,类型:,text
garage.information.weight.label,重量:,text
garage.public.labels,"仅自己可见,公开",text
garage.clear.button,清除自定义物理,text
garage.messages.exit-preview,按任意键离开,text
garage.selection.nano.label,超小型无人机,text
garage.selection.3inch.label,3寸无人机,text
garage.selection.4inch.label,4寸无人机,text
garage.selection.5inch.label,5寸无人机,text
garage.selection.6inch.label,6寸无人机,text
garage.selection.7inch.label,7寸无人机,text
garage.selection.promo.label,推荐,text
garage.selection.developer.label,开发团队,text
garage.messages.drone-name,请为你的无人机命名,text
garage.selection-screen.minutes,分钟,text
garage.card.store,商店,text
garage.card.store.desc,为您的无人机购买新的皮肤,text
garage.unsteady,动态拉力模型,text
garage.menu.frames.labels,"机架尺寸,3 英寸,4 英寸,5 英寸,6 英寸,7 英寸",text
garage.menu.motors.size.labels,"尺寸,22xx",text
garage.menu.motors.gearing.labels,"kv值,1500kv - 2000kv,2000kv - 2500kv,2500kv-3000kv",text
garage.menu.props.diameter.labels,"直径,3 英寸,4 英寸",text
garage.menu.props.blades.labels,"桨叶,2 叶,3 叶,4 叶",text
garage.menu.lipos.cells.labels,"电芯数量,3S (12.6V),4S (16.8V),5S (21.0V)",text
garage.menu.lipos.capacity.labels,"容量,0 - 450 mAh,451 - 850 mAh,851 - 1300 mAh,1301 - 1800 mAh",text
garage.menu.style.labels,"类别,动物,特效,旗帜,其他,图案",text
garage.map-selection.labels,"美国空军,沙盒",text
garage.remove-attachment,移除附件,text
garage.advanced-unsteady-drag,高级动态拉力,text
dashboard.graphs.title,图表,text
dashboard.graphs.units.miliamperhours,mAh,text
dashboard.graphs.units.volts,V,text
dashboard.graphs.units.meterspersecond,m/s,text
dashboard.graphs.units.degreespersecond,deg/s,text
dashboard.graphs.units.kilometersperhour,km/h,text
dashboard.graphs.units.kilograms,kg,text
dashboard.graphs.units.grams,g,text
dashboard.graphs.units.newtonmeters,Nm,text
dashboard.graphs.units.newtons,N,text
dashboard.graphs.units.rotationsperminute,rpm,text
dashboard.graphs.units.rotationspersecond,rps,text
dashboard.graphs.electric.title,电池：,text
dashboard.graphs.electric.battery.charge.label,电量：,text
dashboard.graphs.electric.battery.voltage.label,电压：,text
dashboard.graphs.speed.title,速度 XYZ：,text
dashboard.graphs.speed.global.label,全局：,text
dashboard.graphs.speed.local.label,局部：,text
dashboard.graphs.speed.rotation.label,旋转:,text
dashboard.graphs.speed.airspeed.label,气流:,text
dashboard.graphs.speed.flight.label,飞行：,text
dashboard.graphs.force.title,力学 XYZ：,text
dashboard.graphs.force.global.label,全局：,text
dashboard.graphs.force.local.label,局部：,text
dashboard.graphs.force.drag.label,阻力：,text
dashboard.graphs.force.drag-lift.label,阻力/升力:,text
dashboard.graphs.force.aeroload.label,负载,text
dashboard.graphs.throttle.title,油门曲线,text
dashboard.graphs.pitchroll.title,<color=#73D003FF>俯仰</color> <color=#00ffffff>横滚</color> 曲线,text
dashboard.graphs.yaw.title,<color=#F1E500FF>偏航</color>曲线,text
dashboard.graphs.efficiency.title,螺旋桨效率,text
dashboard.graphs.motors.title,<color=#F1E500FF>电机</color>输出,text
dashboard.graphs.motors.thrust.label,拉力,text
dashboard.graphs.motors.torque.label,扭矩,text
dashboard.graphs.motors.voltage.label,电压,text
dashboard.graphs.motors.rotationsperminute.label,转速,text
dashboard.general.title,一般配置,text
dashboard.general.tooltip,其他设置和仪表面板控制,text
dashboard.general.tune.tooltip,保存所有物理设置并与其他玩家分享,text
dashboard.general.tune.button.new,新建,text
dashboard.general.tune.button.save,保存,text
dashboard.general.tune.name.default,我的设置,text
dashboard.general.tune.rating.label,评价这个设置,text
dashboard.general.tune.button.communitytunes,社区设置,text
dashboard.general.dronesettings.label,无人机设置,text
dashboard.general.dronesettings.tooltip,保存/加载当前设置至无人机,text
dashboard.general.dronesettings.button.load,加载,text
dashboard.general.dronesettings.button.save,保存,text
dashboard.general.dronesettings.button.clear,清除,text
dashboard.general.miscellaneous.label,其他,text
dashboard.general.miscellaneous.button.flipdrone,翻转,text
dashboard.general.miscellaneous.button.flipdrone.tooltip,将无人机翻正,text
dashboard.general.miscellaneous.button.controlleroverlay,控制器,text
dashboard.general.miscellaneous.button.controlleroverlay.tooltip,显示/影藏控制器图案,text
dashboard.general.miscellaneous.button.replay,重播,text
dashboard.general.miscellaneous.button.replay.tooltip,切换重播控制,text
dashboard.general.miscellaneous.button.audio,音频,text
dashboard.general.miscellaneous.button.audio.tooltip,切换声音控制,text
dashboard.general.flightcontrollermode.label,飞行控制器,text
dashboard.general.flightcontroller.button.professional,专业模式,text
dashboard.general.flightcontroller.button.professional.tooltip,切换至专业模式,text
dashboard.general.flightcontroller.button.intermediate,选手模式,text
dashboard.general.flightcontroller.button.intermediate.tooltip,切换至选手模式,text
dashboard.general.flightcontroller.button.beginner,新手,text
dashboard.general.flightcontroller.button.beginner.tooltip,切换至新手模式,text
dashboard.general.graphs.label,图表,text
dashboard.general.graphs.button.motor,电机,text
dashboard.general.graphs.button.motor.tooltip,"切换在仪表面板显示电机图示, 包括每个电机的即时转速、拉力和扭矩。",text
dashboard.general.graphs.button.throttle,油门,text
dashboard.general.graphs.button.throttle.tooltip,切换在仪表面板显示油门图表。,text
dashboard.general.graphs.button.pitch-roll-rc-curve,俯仰+横滚,text
dashboard.general.graphs.button.pitch-roll-rc-curve.tooltip,切换在仪表面板显示俯仰横滚曲线，显示俯仰和横滚轴的输入输出信号。,text
dashboard.general.graphs.button.yaw-rc-curve,偏航,text
dashboard.general.graphs.button.yaw-rc-curve.tooltip,切换在仪表面板显示偏航曲线，显示偏航轴的输入输出信号。,text
dashboard.general.graphs.button.propeller-efficiency,螺旋桨效率,text
dashboard.general.graphs.button.propeller-efficiency.tooltip,切换在仪表面板显示螺旋桨效率，显示即时前进比和空气动力学效率。,text
dashboard.general.graphs.button.force,力学,text
dashboard.general.graphs.button.force.tooltip,切换在仪表面板显示力学数据，显示无人机当前的受力情况。,text
dashboard.general.graphs.button.speed,速度,text
dashboard.general.graphs.button.speed.tooltip,切换在仪表面板显示速度数据，显示无人机当前在不同参考系下的速度。,text
dashboard.general.graphs.button.electric,电池,text
dashboard.general.graphs.button.electric.tooltip,切换在仪表面板显示电池数据，显示电池的即时参数。,text
dashboard.general.links.label,链接,text
dashboard.general.links.button.help,帮助,text
dashboard.physics.title,物理,text
dashboard.physics.tooltip,影响空气动力学模拟的物理参数。,text
dashboard.physics.subtab.options,选项,text
dashboard.physics.options.tooltip,一般物理参数设置,text
dashboard.physics.subtab.propeller-efficiency,螺旋桨效率,text
dashboard.physics.propeller-efficiency.tooltip,螺旋桨的效率,text
dashboard.physics.subtab.drag,阻力,text
dashboard.physics.drag.tooltip,阻力模型,text
dashboard.physics.subtab.groundeffect,地面影响,text
dashboard.physics.groundeffect.tooltip,地面的影响,text
dashboard.physics.subtab.aeroload,负载,text
dashboard.physics.subtab.propeller-limits,螺旋桨,text
dashboard.physics.prop-limits.tooltip,螺旋桨转速限制,text
dashboard.physics.gravity.label,重力,text
dashboard.physics.gravity.tooltip,"",text
dashboard.physics.aeroload.label,负载,text
dashboard.physics.aeroload.tooltip,"",text
dashboard.physics.real-parameters.label,真实参数,text
dashboard.physics.real-parameters.tooltip,"",text
dashboard.physics.torque-improves-thrust.label,扭矩会增强拉力,text
dashboard.physics.torque-improves-thrust.tooltip,"",text
dashboard.physics.efficiency.curve.label,螺旋桨效率曲线,text
dashboard.physics.efficiency.curve.tooltip,应用螺旋桨效率曲线，使桨效随当前螺旋桨前进比变化，或保持常量。,text
dashboard.physics.efficiency.override.label,螺旋桨效率,text
dashboard.physics.efficiency.override.tooltip,"效率恒定, 所有拉力将根据此数据模拟。",text
dashboard.physics.efficiency.curve.parameters.label,螺旋桨效率曲线参数,text
dashboard.physics.efficiency.curve.maximum.label,最大值,text
dashboard.physics.efficiency.curve.maximum.tooltip,曲线的最大效率值。,text
dashboard.physics.efficiency.curve.endpoint.label,结束,text
dashboard.physics.efficiency.curve.endpoint.tooltip,"超过最大值后, 前进比达到此数值时，曲线将再次归零。",text
dashboard.physics.drag.coefficient.label,阻力系数,text
dashboard.physics.drag.coefficient.tooltip,"标准的阻力系数, 用来根据无人机的表面积计算阻力。",text
dashboard.physics.drag.top-side.label,上下面/侧面阻力,text
dashboard.physics.drag.static-top.tooltip,无人机在静态时上下面的阻力因数。,text
dashboard.physics.drag.static-side.tooltip,无人机在静态时侧面的阻力因数。,text
dashboard.physics.drag.dynamic-top-side.label,动态上下面/侧面阻力,text
dashboard.physics.drag.dynamic-top.tooltip,无人机在动态时上下面的阻力因数。,text
dashboard.physics.drag.dynamic-side.tooltip,无人机在动态时侧面的阻力因数。,text
dashboard.physics.drag.type.label,阻力模式,text
dashboard.physics.drag.type.tooltip,CL/CD模式下阻力和升力独立，根据无人机的飞行角度来计算各系数的最小与最大值。 XYZ模式下根据包含无人机表面积和空气密度的预计算参数进行计算。,text
dashboard.physics.drag.surfacearea.label,表面积,text
dashboard.physics.drag.surfacearea.tooltip,无人机的上表面积（平方米）,text
dashboard.physics.drag.liftcoefficient.label,升力系数 最小-最大,text
dashboard.physics.drag.liftcoefficient.tooltip,升力系数 (Cl) 最小与最大值,text
dashboard.physics.drag.dragcoefficient.label,阻力系数 最小-最大,text
dashboard.physics.drag.dragcoefficient.tooltip,阻力系数 (Cd) 最小与最大值,text
dashboard.physics.groundeffect.label,地面影响,text
dashboard.physics.groundeffect.strength.label,强度,text
dashboard.physics.groundeffect.strength.tooltip,"",text
dashboard.physics.groundeffect.maximumdistance.label,距离,text
dashboard.physics.groundeffect.maximumdistance.tooltip,"",text
dashboard.physics.propeller-limits.label,螺旋桨限制,text
dashboard.physics.propeller-limits.tooltip,"关闭时, 螺旋桨最高转速仅受电机静态参数和电池损耗影响。 启动时, 最高转速还会受螺旋桨即时尖端速度和阻力的影响。",text
dashboard.physics.propeller-limits.maximum-tip-speed.label,螺旋桨尖端最高速度,text
dashboard.physics.propeller-limits.maximum-tip-speed.tooltip,"允许的螺旋桨尖端最高速度, 用马赫显示。",text
dashboard.physics.propeller-limits.blade-drag-coefficient.label,螺旋浆桨叶阻力,text
dashboard.physics.propeller-limits.blade-drag-coefficient.tooltip,螺旋桨桨叶阻力系数。,text
dashboard.drone.title,无人机规格,text
dashboard.drone.tooltip,无人机机身设置,text
dashboard.drone.subtab.drones,无人机,text
dashboard.drone.subtab.drones.tooltip,无人机基本信息,text
dashboard.drone.subtab.rig-specifications,设备,text
dashboard.drone.subtab.rig-specifications.tooltip,设备基本参数,text
dashboard.drone.subtab.propeller-spin-delay,延迟,text
dashboard.drone.subtab.propeller-spin-delay.tooltip,螺旋桨加速与减速的延迟,text
dashboard.drone.size-class.label,无人机规格：,text
dashboard.drone.drone-rig-name.label,设备：,text
dashboard.drone.button.select,选择：,text
dashboard.drone.button.select.tooltip,选择无人机,text
dashboard.drone.button.edit,编辑,text
dashboard.drone.button.edit.tooltip,编辑当前无人机的部件,text
dashboard.general.camera.label,相机,text
dashboard.general.camera.tooltip,选择相机模式,text
dashboard.drone.camera-tilt-angle.label,相机倾斜,text
dashboard.drone.camera-tilt-angle.tooltip,选择相机倾斜角度,text
dashboard.drone.total-weight.label,总重量（克）,text
dashboard.drone.total-weight.tooltip,"更改无人机的重量, 输入0或清除数据将会使用实际重量。",text
dashboard.drone.thrust-per-motor.label,每个电机的拉力（克）,text
dashboard.drone.thrust-per-motor.tooltip,"更改电机的拉力, 输入0或清除数据将会使用实际拉力。",text
dashboard.drone.torque-per-motor.label,每个电机的扭矩（牛顿米）,text
dashboard.drone.torque-per-motor.tooltip,"更改电机的扭矩, 输入0或清除数据将会使用实际扭矩。",text
dashboard.drone.button.reset-parameters,重置,text
dashboard.drone.button.reset-parameters.tooltip,将所有参数重置为默认值,text
dashboard.drone.propeller-spin-delay.label,螺旋桨旋转延迟（秒）,text
dashboard.drone.propeller-spinup.label,起转,text
dashboard.drone.propeller-spinup.tooltip,最大信号输入时，螺旋桨从0加速至最大转速所需要的时间（秒）。,text
dashboard.drone.propeller-spindown.label,终转,text
dashboard.drone.propeller-spindown.tooltip,无信号输入时，螺旋桨从最大转速减速至0所需要的时间（秒）。,text
dashboard.fc.title,飞行控制器,text
dashboard.fc.tooltip,飞行控制器设置,text
dashboard.fc.subtab.pid,PID,text
dashboard.fc.subtab.pid.tooltip,PID控制器参数,text
